lr-AdamW,step,nlvr2/train/loss,nlvr2/train/accuracy,val/the_metric,epoch,nlvr2/val/accuracy_epoch,nlvr2/val/loss_epoch,nlvr2/train/accuracy_epoch,nlvr2/train/loss_epoch,train/the_metric
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
,479,0.7057411074638367,0.3125,0.7057411074638367,1,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
,489,0.6878790259361267,0.6875,0.6878790259361267,1,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
,499,0.7025924921035767,0.4375,0.7025924921035767,1,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
,509,0.6434929966926575,0.75,0.6434929966926575,1,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
,519,0.6931476593017578,0.5,0.6931476593017578,1,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
,529,0.6820589900016785,0.625,0.6820589900016785,1,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
,539,0.7072219252586365,0.4375,0.7072219252586365,1,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
,549,0.6899164319038391,0.5625,0.6899164319038391,1,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
,559,0.705504834651947,0.4375,0.705504834651947,1,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
,569,0.6858301162719727,0.625,0.6858301162719727,1,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
,579,0.732212245464325,0.25,0.732212245464325,1,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
,589,0.6964557766914368,0.5,0.6964557766914368,1,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
,599,0.6872117519378662,0.5625,0.6872117519378662,1,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
,609,0.6902521848678589,0.625,0.6902521848678589,1,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
,619,0.6789749264717102,0.6875,0.6789749264717102,1,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
,629,0.6962863206863403,0.375,0.6962863206863403,1,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
,639,0.6963384747505188,0.4375,0.6963384747505188,1,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
,649,0.6830911040306091,0.6875,0.6830911040306091,1,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
,659,0.6903932690620422,0.625,0.6903932690620422,1,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
,669,0.7223753929138184,0.4375,0.7223753929138184,1,,,,,
,675,,,nan,1,nan,nan,,,
,675,,,,1,,,0.5020202994346619,0.6949021816253662,0.5020202994346619
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
,679,0.7179790735244751,0.375,0.7179790735244751,2,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
,689,0.695651650428772,0.4375,0.695651650428772,2,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
,699,0.6794678568840027,0.625,0.6794678568840027,2,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
,709,0.6665653586387634,0.625,0.6665653586387634,2,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
,719,0.6768611669540405,0.6875,0.6768611669540405,2,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
,729,0.7060217261314392,0.3125,0.7060217261314392,2,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
,739,0.6672381162643433,0.6875,0.6672381162643433,2,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
,749,0.7436954975128174,0.3125,0.7436954975128174,2,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
,759,0.6934418678283691,0.5,0.6934418678283691,2,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
,769,0.7029648423194885,0.375,0.7029648423194885,2,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
,779,0.690346896648407,0.5625,0.690346896648407,2,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
,789,0.6960849165916443,0.375,0.6960849165916443,2,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
,799,0.6903164982795715,0.5625,0.6903164982795715,2,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
,809,0.6907498836517334,0.5625,0.6907498836517334,2,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
,819,0.7099970579147339,0.3125,0.7099970579147339,2,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
,829,0.6967094540596008,0.375,0.6967094540596008,2,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
,839,0.6892200708389282,0.625,0.6892200708389282,2,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
,849,0.6951354742050171,0.375,0.6951354742050171,2,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
,859,0.7092702388763428,0.25,0.7092702388763428,2,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
,869,0.6872214674949646,0.5625,0.6872214674949646,2,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
,879,0.6949514150619507,0.375,0.6949514150619507,2,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
,889,0.6922662854194641,0.625,0.6922662854194641,2,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
,899,0.6932114958763123,0.5,0.6932114958763123,2,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
,909,0.7169229388237,0.3125,0.7169229388237,2,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
,919,0.6809039115905762,0.75,0.6809039115905762,2,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
,929,0.6957330107688904,0.4375,0.6957330107688904,2,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
,939,0.6945512294769287,0.4375,0.6945512294769287,2,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
,949,0.7089498043060303,0.3125,0.7089498043060303,2,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
